response
উত্তর হল 600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
উত্তর হল 16।<
উত্তর হল 108।<
উত্তর হল 12.<
উত্তর হল 32400।<
উত্তর হল 8800000.<
উত্তর হল 300।<
উত্তর হল 460.<
উত্তর হল 6।<
উত্তর হল 36.<
উত্তর হল 25.<
উত্তর হল 42.<
উত্তর হল 160.<
উত্তর হল 1.<
উত্তর হল 48।<
উত্তর হল 10।<
উত্তর হল 36.<
উত্তর হল 360.<
উত্তর হল 36.<
উত্তর হল 14.<
উত্তর হল 56.<
উত্তর হল 500.<
উত্তর হল 15.<
উত্তর হল 1800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
উত্তর হল 2.<
উত্তর হল 250।<
উত্তর হল 5.<
উত্তর হল 18.<
উত্তর হল 20.<
উত্তর হল 9.<
উত্তর হল 30.<
উত্তর হল 4200।<
উত্তর হল 38000।<
উত্তর হল 84.<
উত্তর হল 180.<
উত্তর হল 46.<
উত্তর হল 82000।<
উত্তর হল 150.<
উত্তর হল 21।<
উত্তর হল 700।<
উত্তর হল 42.<
উত্তর হল 40।<
উত্তর হল 9.<
উত্তর হল 42.<
উত্তর হল 70।<
উত্তর হল 680000।<
উত্তর হল 30000।<
উত্তর হল 20.<
উত্তর হল 1100।<
উত্তর হল 10.<
উত্তর হল 8.<
উত্তর হল 60000।<
উত্তর হল 10.<
উত্তর হল 18.<
উত্তর হল 26.<
উত্তর হল 25.<
উত্তর হল 34।<
উত্তর হল 60.<
উত্তর হল 2100।<
উত্তর হল 360000।<
উত্তর হল 15.<
উত্তর হল 16.<
উত্তর হল 900।<
উত্তর হল 7200000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
উত্তর হল 90.<
উত্তর হল 45.<
উত্তর হল 48।<
উত্তর হল 1.<
উত্তর হল 270।<
উত্তর হল 15।<
উত্তর হল 10।<
উত্তর হল 30।<
উত্তর হল 180000.<
উত্তর হল 800.<
উত্তর হল 26।<
উত্তর হল 61.<
উত্তর হল 5।<
উত্তর হল 28.<
উত্তর হল 9.<
উত্তর হল 24.<
উত্তর হল 120.<
উত্তর হল 4500।<
উত্তর হল 263.<
উত্তর হল 30।<
উত্তর হল 4।<
উত্তর হল 10।<
উত্তর হল 50.<
উত্তর হল 300000।<
উত্তর হল 240।<
উত্তর হল 24.<
উত্তর হল 48000।<
উত্তর হল 2040000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
উত্তর হল 16.<
উত্তর হল 180.<
উত্তর হল 15000।<
উত্তর হল 36।<
উত্তর হল 14।<
উত্তর হল 15।<
উত্তর হল 100.<
উত্তর হল 45।<
উত্তর হল 73.<
উত্তর হল 12.<
উত্তর হল 40।<
উত্তর হল 40.<
উত্তর হল 118.<
উত্তর হল 10.<
উত্তর হল 16.<
উত্তর হল 15।<
উত্তর হল 10.<
উত্তর হল 46.<
উত্তর হল 36।<
উত্তর হল 40।<
উত্তর হল 8.<
উত্তর হল 800.<
উত্তর হল 5297।<
উত্তর হল 1600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
উত্তর হল 2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
উত্তর হল 100.<
উত্তর হল 67200।<
উত্তর হল 5000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
উত্তর হল 16.<
উত্তর হল 54.<
উত্তর হল 91.<
উত্তর হল 10000.<
উত্তর হল 1600000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
উত্তর হল 20.<
উত্তর হল 800।<
উত্তর হল 10.<
উত্তর হল 18.<
উত্তর হল 2000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
উত্তর হল 200.<
উত্তর হল 16.<
উত্তর হল 45।<
উত্তর হল 4800.<
উত্তর হল 12।<
উত্তর হল 54.<
উত্তর হল 134।<
উত্তর হল 65.<
উত্তর হল 180.<
উত্তর হল 50.<
উত্তর হল 27000.<
"উত্তর হল

1.<"
উত্তর হল 3.<
উত্তর হল 56.<
উত্তর হল 7.<
উত্তর হল 9.<
উত্তর হল 75।<
উত্তর হল 384000।<
উত্তর হল 100।<
উত্তর হল 25।<
উত্তর হল 18.<
উত্তর হল 210.<
উত্তর হল 5.<
উত্তর হল 20.<
উত্তর হল 400।<
উত্তর হল 50.<
উত্তর হল 400।<
উত্তর হল 30।<
উত্তর হল 27।<
উত্তর হল 1800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
উত্তর হল 20000.<
উত্তর হল 10.<
উত্তর হল 16.<
উত্তর হল 25000।<
উত্তর হল 6.<
উত্তর হল 3000।<
উত্তর হল 6800000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000000
